,日付,合計（円）,預金・現金・仮想通貨（円）,株式(現物)（円）,ポイント（円）,年金（円）
2132,2021-03-22,1672871,746335,783341,134667.0,8528
2133,2021-03-23,1674461,746685,783891,135353.0,8532
2134,2021-03-24,1675365,747035,784441,135353.0,8536
2135,2021-03-25,1674421,747385,784991,133505.0,8540
2136,2021-03-26,1675075,747735,785541,133255.0,8544
2137,2021-03-27,1676009,748085,786091,133285.0,8548
2138,2021-03-28,1676918,748435,786641,133290.0,8552
2139,2021-03-29,1677824,748785,787191,133292.0,8556
2140,2021-03-30,1679462,749135,787741,134026.0,8560
2141,2021-03-31,1680366,749485,788291,134026.0,8564
2142,2021-04-01,1681707,749835,788841,134463.0,8568
2143,2021-04-02,1682633,750185,789391,134485.0,8572
2144,2021-04-03,1683542,750535,789941,134490.0,8576
2145,2021-04-04,1684446,750885,790491,134490.0,8580
2146,2021-04-05,1685182,751235,791041,134322.0,8584
2147,2021-04-06,1686289,751585,791591,134525.0,8588
2148,2021-04-07,1687101,751935,792141,134433.0,8592
2149,2021-04-08,1688055,752285,792691,134483.0,8596
2150,2021-04-09,1688963,752635,793241,134487.0,8600
2151,2021-04-10,1690120,752985,793791,134740.0,8604
2152,2021-04-11,1691024,753335,794341,134740.0,8608
2153,2021-04-12,1691934,753685,794891,134746.0,8612
2154,2021-04-13,1692236,754035,795441,134144.0,8616
2155,2021-04-14,1693140,754385,795991,134144.0,8620
2156,2021-04-15,1694049,754735,796541,134149.0,8624
2157,2021-04-16,1697216,755085,797091,136412.0,8628
2158,2021-04-17,1698120,755435,797641,136412.0,8632
2159,2021-04-18,1698252,755785,798191,135640.0,8636
2160,2021-04-19,1699027,756135,798741,135511.0,8640
2161,2021-04-20,1698658,756485,799291,134238.0,8644
2162,2021-04-21,1701240,756835,799841,135916.0,8648
2163,2021-04-22,1702025,757185,800391,135797.0,8652
2164,2021-04-23,1702931,757535,800941,135799.0,8656
2165,2021-04-24,1703835,757885,801491,135799.0,8660
2166,2021-04-25,1705415,758235,802041,136475.0,8664
2167,2021-04-26,1706319,758585,802591,136475.0,8668
2168,2021-04-27,1707536,758935,803141,136788.0,8672
2169,2021-04-28,1708474,759285,803691,136822.0,8676
2170,2021-04-29,1709385,759635,804241,136829.0,8680
2171,2021-04-30,1710311,759985,804791,136851.0,8684
2172,2021-05-01,1711215,760335,805341,136851.0,8688
2173,2021-05-02,1712119,760685,805891,136851.0,8692
2174,2021-05-03,1714256,761035,806441,138084.0,8696
2175,2021-05-04,1715160,761385,806991,138084.0,8700
2176,2021-05-05,1716064,761735,807541,138084.0,8704
2177,2021-05-06,1717181,762085,808091,138297.0,8708
2178,2021-05-07,1718129,762435,808641,138341.0,8712
2179,2021-05-08,1721038,762785,809191,140346.0,8716
2180,2021-05-09,1721942,763135,809741,140346.0,8720
2181,2021-05-10,1723805,763485,810291,141305.0,8724
2182,2021-05-11,1724812,763835,810841,141408.0,8728
2183,2021-05-12,1725724,764185,811391,141416.0,8732
2184,2021-05-13,1726628,764535,811941,141416.0,8736
2185,2021-05-14,1727555,764885,812491,141439.0,8740
2186,2021-05-15,1728804,765235,813041,141784.0,8744
2187,2021-05-16,1729708,765585,813591,141784.0,8748
2188,2021-05-17,1730612,765935,814141,141784.0,8752
2189,2021-05-18,1731486,766285,814691,141754.0,8756
2190,2021-05-19,1732393,766635,815241,141757.0,8760
2191,2021-05-20,1735225,766985,815791,143685.0,8764
2192,2021-05-21,1736641,767335,816341,144197.0,8768
2193,2021-05-22,1737545,767685,816891,144197.0,8772
2194,2021-05-23,1739024,768035,817441,144772.0,8776
2195,2021-05-24,1739928,768385,817991,144772.0,8780
2196,2021-05-25,1742139,768735,818541,146079.0,8784
2197,2021-05-26,1743043,769085,819091,146079.0,8788
2198,2021-05-27,1743948,769435,819641,146080.0,8792
2199,2021-05-28,1744862,769785,820191,146090.0,8796
2200,2021-05-29,1745766,770135,820741,146090.0,8800
2201,2021-05-30,1746670,770485,821291,146090.0,8804
2202,2021-05-31,1747574,770835,821841,146090.0,8808
2203,2021-06-01,1747834,771185,822391,145446.0,8812
2204,2021-06-02,1748738,771535,822941,145446.0,8816
2205,2021-06-03,1749642,771885,823491,145446.0,8820
2206,2021-06-04,1750546,772235,824041,145446.0,8824
2207,2021-06-05,1751450,772585,824591,145446.0,8828
2208,2021-06-06,1751894,772935,825141,144986.0,8832
2209,2021-06-07,1752566,773285,825691,144754.0,8836
2210,2021-06-08,1753758,773635,826241,145042.0,8840
2211,2021-06-09,1754668,773985,826791,145048.0,8844
2212,2021-06-10,1755572,774335,827341,145048.0,8848
2213,2021-06-11,1756476,774685,827891,145048.0,8852
2214,2021-06-12,1757348,775035,828441,145016.0,8856
2215,2021-06-13,1758252,775385,828991,145016.0,8860
2216,2021-06-14,1759181,775735,829541,145041.0,8864
2217,2021-06-15,1758236,776085,830091,143192.0,8868
2218,2021-06-16,1759539,776435,830641,143591.0,8872
2219,2021-06-17,1760443,776785,831191,143591.0,8876
2220,2021-06-18,1760684,777135,831741,142928.0,8880
2221,2021-06-19,1761598,777485,832291,142938.0,8884
2222,2021-06-20,1762502,777835,832841,142938.0,8888
2223,2021-06-21,1763099,778185,833391,142631.0,8892
2224,2021-06-22,1764003,778535,833941,142631.0,8896
2225,2021-06-23,1766222,778885,834491,143946.0,8900
2226,2021-06-24,1767126,779235,835041,143946.0,8904
2227,2021-06-25,1769218,779585,835591,145134.0,8908
2228,2021-06-26,1770122,779935,836141,145134.0,8912
2229,2021-06-27,1771026,780285,836691,145134.0,8916
2230,2021-06-28,1771930,780635,837241,145134.0,8920
2231,2021-06-29,1772832,780985,837791,145132.0,8924
2232,2021-06-30,1773736,781335,838341,145132.0,8928
2233,2021-07-01,1774640,781685,838891,145132.0,8932
2234,2021-07-02,1775544,782035,839441,145132.0,8936
2235,2021-07-03,1775649,782385,839991,144333.0,8940
2236,2021-07-04,1776553,782735,840541,144333.0,8944
2237,2021-07-05,1777457,783085,841091,144333.0,8948
2238,2021-07-06,1778216,783435,841641,144188.0,8952
2239,2021-07-07,1779120,783785,842191,144188.0,8956
2240,2021-07-08,1780054,784135,842741,144218.0,8960
2241,2021-07-09,1780958,784485,843291,144218.0,8964
2242,2021-07-10,1781862,784835,843841,144218.0,8968
2243,2021-07-11,1782766,785185,844391,144218.0,8972
2244,2021-07-12,1783494,785535,844941,144042.0,8976
2245,2021-07-13,1784566,785885,845491,144210.0,8980
2246,2021-07-14,1785470,786235,846041,144210.0,8984
2247,2021-07-15,1785933,786585,846591,143769.0,8988
2248,2021-07-16,1786837,786935,847141,143769.0,8992
2249,2021-07-17,1788938,787285,847691,144966.0,8996
2250,2021-07-18,1789420,787635,848241,144544.0,9000
2251,2021-07-19,1790324,787985,848791,144544.0,9004
2252,2021-07-20,1791546,788335,849341,144862.0,9008
2253,2021-07-21,1792900,788685,849891,145312.0,9012
2254,2021-07-22,1793807,789035,850441,145315.0,9016
2255,2021-07-23,1795034,789385,850991,145638.0,9020
2256,2021-07-24,1795958,789735,851541,145658.0,9024
2257,2021-07-25,1798468,790085,852091,147264.0,9028
2258,2021-07-26,1799272,790435,852641,147164.0,9032
2259,2021-07-27,1799895,790785,853191,146883.0,9036
2260,2021-07-28,1800799,791135,853741,146883.0,9040
2261,2021-07-29,1801703,791485,854291,146883.0,9044
2262,2021-07-30,1802607,791835,854841,146883.0,9048
2263,2021-07-31,1803530,792185,855391,146902.0,9052
2264,2021-08-01,1804434,792535,855941,146902.0,9056
2265,2021-08-02,1805338,792885,856491,146902.0,9060
2266,2021-08-03,1806466,793235,857041,147126.0,9064
2267,2021-08-04,1807373,793585,857591,147129.0,9068
2268,2021-08-05,1808284,793935,858141,147136.0,9072
2269,2021-08-06,1809188,794285,858691,147136.0,9076
2270,2021-08-07,1810101,794635,859241,147145.0,9080
2271,2021-08-08,1811005,794985,859791,147145.0,9084
2272,2021-08-09,1811909,795335,860341,147145.0,9088
2273,2021-08-10,1813013,795685,860891,147345.0,9092
2274,2021-08-11,1813474,796035,861441,146902.0,9096
2275,2021-08-12,1814378,796385,861991,146902.0,9100
2276,2021-08-13,1815282,796735,862541,146902.0,9104
2277,2021-08-14,1816186,797085,863091,146902.0,9108
2278,2021-08-15,1817090,797435,863641,146902.0,9112
2279,2021-08-16,1819025,797785,864191,147933.0,9116
2280,2021-08-17,1819929,798135,864741,147933.0,9120
2281,2021-08-18,1820833,798485,865291,147933.0,9124
2282,2021-08-19,1820944,798835,865841,147140.0,9128
2283,2021-08-20,1821848,799185,866391,147140.0,9132
2284,2021-08-21,1822752,799535,866941,147140.0,9136
2285,2021-08-22,1823770,799885,867491,147254.0,9140
2286,2021-08-23,1824674,800235,868041,147254.0,9144
2287,2021-08-24,1826561,800585,868591,148237.0,9148
2288,2021-08-25,1827931,800935,869141,148703.0,9152
2289,2021-08-26,1828836,801285,869691,148704.0,9156
2290,2021-08-27,1829740,801635,870241,148704.0,9160
2291,2021-08-28,1830644,801985,870791,148704.0,9164
2292,2021-08-29,1831548,802335,871341,148704.0,9168
2293,2021-08-30,1832456,802685,871891,148708.0,9172
2294,2021-08-31,1833360,803035,872441,148708.0,9176
2295,2021-09-01,1834370,803385,872991,148814.0,9180
2296,2021-09-02,1835274,803735,873541,148814.0,9184
2297,2021-09-03,1836178,804085,874091,148814.0,9188
2298,2021-09-04,1837082,804435,874641,148814.0,9192
2299,2021-09-05,1837387,804785,875191,148215.0,9196
2300,2021-09-06,1838363,805135,875741,148287.0,9200
2301,2021-09-07,1838897,805485,876291,147917.0,9204
2302,2021-09-08,1839813,805835,876841,147929.0,9208
2303,2021-09-09,1840717,806185,877391,147929.0,9212
2304,2021-09-10,1841621,806535,877941,147929.0,9216
2305,2021-09-11,1842233,806885,878491,147637.0,9220
2306,2021-09-12,1843149,807235,879041,147649.0,9224
2307,2021-09-13,1844053,807585,879591,147649.0,9228
2308,2021-09-14,1844556,807935,880141,147248.0,9232
2309,2021-09-15,1844696,808285,880691,146484.0,9236
2310,2021-09-16,1845626,808635,881241,146510.0,9240
2311,2021-09-17,1847056,808985,881791,147036.0,9244
2312,2021-09-18,1847535,809335,882341,146611.0,9248
2313,2021-09-19,1848439,809685,882891,146611.0,9252
2314,2021-09-20,1849343,810035,883441,146611.0,9256
2315,2021-09-21,1850816,810385,883991,147180.0,9260
2316,2021-09-22,1851069,810735,884541,146529.0,9264
2317,2021-09-23,1852839,811085,885091,147395.0,9268
2318,2021-09-24,1854089,811435,885641,147741.0,9272
2319,2021-09-25,1855305,811785,886191,148053.0,9276
2320,2021-09-26,1856309,812135,886741,148153.0,9280
2321,2021-09-27,1857227,812485,887291,148167.0,9284
2322,2021-09-28,1858324,812835,887841,148360.0,9288
2323,2021-09-29,1859228,813185,888391,148360.0,9292
2324,2021-09-30,1860132,813535,888941,148360.0,9296
2325,2021-10-01,1861036,813885,889491,148360.0,9300
2326,2021-10-02,1861963,814235,890041,148383.0,9304
2327,2021-10-03,1862867,814585,890591,148383.0,9308
2328,2021-10-04,1863771,814935,891141,148383.0,9312
2329,2021-10-05,1864370,815285,891691,148078.0,9316
2330,2021-10-06,1865274,815635,892241,148078.0,9320
2331,2021-10-07,1866168,815985,892791,148068.0,9324
2332,2021-10-08,1867091,816335,893341,148087.0,9328
2333,2021-10-09,1867995,816685,893891,148087.0,9332
2334,2021-10-10,1869178,817035,894441,148366.0,9336
2335,2021-10-11,1870082,817385,894991,148366.0,9340
2336,2021-10-12,1871524,817735,895541,148904.0,9344
2337,2021-10-13,1872428,818085,896091,148904.0,9348
2338,2021-10-14,1873332,818435,896641,148904.0,9352
2339,2021-10-15,1874267,818785,897191,148935.0,9356
2340,2021-10-16,1875173,819135,897741,148937.0,9360
2341,2021-10-17,1877319,819485,898291,150179.0,9364
2342,2021-10-18,1877963,819835,898841,149919.0,9368
2343,2021-10-19,1878628,820185,899391,149680.0,9372
2344,2021-10-20,1879532,820535,899941,149680.0,9376
2345,2021-10-21,1880436,820885,900491,149680.0,9380
2346,2021-10-22,1881313,821235,901041,149653.0,9384
2347,2021-10-23,1882153,821585,901591,149589.0,9388
2348,2021-10-24,1883057,821935,902141,149589.0,9392
2349,2021-10-25,1884286,822285,902691,149914.0,9396
2350,2021-10-26,1886364,822635,903241,151088.0,9400
2351,2021-10-27,1887268,822985,903791,151088.0,9404
2352,2021-10-28,1888172,823335,904341,151088.0,9408
2353,2021-10-29,1887643,823685,904891,149655.0,9412
2354,2021-10-30,1888547,824035,905441,149655.0,9416
2355,2021-10-31,1889451,824385,905991,149655.0,9420
2356,2021-11-01,1890355,824735,906541,149655.0,9424
2357,2021-11-02,1891290,825085,907091,149686.0,9428
2358,2021-11-03,1892557,825435,907641,150049.0,9432
2359,2021-11-04,1893461,825785,908191,150049.0,9436
2360,2021-11-05,1894392,826135,908741,150076.0,9440
2361,2021-11-06,1895296,826485,909291,150076.0,9444
2362,2021-11-07,1896200,826835,909841,150076.0,9448
2363,2021-11-08,1896650,827185,910391,149622.0,9452
2364,2021-11-09,1897559,827535,910941,149627.0,9456
2365,2021-11-10,1898611,827885,911491,149775.0,9460
2366,2021-11-11,1899538,828235,912041,149798.0,9464
2367,2021-11-12,1900458,828585,912591,149814.0,9468
2368,2021-11-13,1900702,828935,913141,149154.0,9472
2369,2021-11-14,1901606,829285,913691,149154.0,9476
2370,2021-11-15,1902510,829635,914241,149154.0,9480
2371,2021-11-16,1903778,829985,914791,149518.0,9484
2372,2021-11-17,1904682,830335,915341,149518.0,9488
2373,2021-11-18,1905261,830685,915891,149193.0,9492
2374,2021-11-19,1907094,831035,916441,150122.0,9496
2375,2021-11-20,1907998,831385,916991,150122.0,9500
2376,2021-11-21,1908902,831735,917541,150122.0,9504
2377,2021-11-22,1910833,832085,918091,151149.0,9508
2378,2021-11-23,1911737,832435,918641,151149.0,9512
2379,2021-11-24,1912641,832785,919191,151149.0,9516
2380,2021-11-25,1913545,833135,919741,151149.0,9520
2381,2021-11-26,1914449,833485,920291,151149.0,9524
2382,2021-11-27,1915977,833835,920841,151773.0,9528
2383,2021-11-28,1916881,834185,921391,151773.0,9532
2384,2021-11-29,1917785,834535,921941,151773.0,9536
2385,2021-11-30,1918689,834885,922491,151773.0,9540
2386,2021-12-01,1920021,835235,923041,152201.0,9544
2387,2021-12-02,1920925,835585,923591,152201.0,9548
2388,2021-12-03,1922677,835935,924141,153049.0,9552
2389,2021-12-04,1923602,836285,924691,153070.0,9556
2390,2021-12-05,1924517,836635,925241,153081.0,9560
2391,2021-12-06,1925437,836985,925791,153097.0,9564
2392,2021-12-07,1926341,837335,926341,153097.0,9568
2393,2021-12-08,1927245,837685,926891,153097.0,9572
2394,2021-12-09,1928149,838035,927441,153097.0,9576
2395,2021-12-10,1932219,838385,927991,156263.0,9580
2396,2021-12-11,1933123,838735,928541,156263.0,9584
2397,2021-12-12,1934732,839085,929091,156968.0,9588
2398,2021-12-13,1935472,839435,929641,156804.0,9592
2399,2021-12-14,1936376,839785,930191,156804.0,9596
2400,2021-12-15,1936329,840135,930741,155853.0,9600
2401,2021-12-16,1937233,840485,931291,155853.0,9604
2402,2021-12-17,1938149,840835,931841,155865.0,9608
2403,2021-12-18,1938645,841185,932391,155457.0,9612
2404,2021-12-19,1939549,841535,932941,155457.0,9616
2405,2021-12-20,1941811,841885,933491,156815.0,9620
2406,2021-12-21,1942539,842235,934041,156639.0,9624
2407,2021-12-22,1943443,842585,934591,156639.0,9628
2408,2021-12-23,1944199,842935,935141,156491.0,9632
2409,2021-12-24,1945626,843285,935691,157014.0,9636
2410,2021-12-25,1947239,843635,936241,157723.0,9640
2411,2021-12-26,1948317,843985,936791,157897.0,9644
2412,2021-12-27,1949221,844335,937341,157897.0,9648
2413,2021-12-28,1951048,844685,937891,158820.0,9652
2414,2021-12-29,1951952,845035,938441,158820.0,9656
2415,2021-12-30,1952856,845385,938991,158820.0,9660
2416,2021-12-31,1954018,845735,939541,159078.0,9664
2417,2022-01-01,1954922,846085,940091,159078.0,9668
2418,2022-01-02,1955826,846435,940641,159078.0,9672
2419,2022-01-03,1957675,846785,941191,160023.0,9676
2420,2022-01-04,1958594,847135,941741,160038.0,9680
2421,2022-01-05,1959506,847485,942291,160046.0,9684
2422,2022-01-06,1959883,847835,942841,159519.0,9688
2423,2022-01-07,1960787,848185,943391,159519.0,9692
2424,2022-01-08,1961311,848535,943941,159139.0,9696
2425,2022-01-09,1962215,848885,944491,159139.0,9700
2426,2022-01-10,1963119,849235,945041,159139.0,9704
2427,2022-01-11,1964023,849585,945591,159139.0,9708
2428,2022-01-12,1960210,849935,946141,154422.0,9712
2429,2022-01-13,1959856,850285,946691,153164.0,9716
2430,2022-01-14,1960760,850635,947241,153164.0,9720
2431,2022-01-15,1961664,850985,947791,153164.0,9724
2432,2022-01-16,1962568,851335,948341,153164.0,9728
2433,2022-01-17,1965593,851685,948891,155285.0,9732
2434,2022-01-18,1965687,852035,949441,154475.0,9736
2435,2022-01-19,1966591,852385,949991,154475.0,9740
2436,2022-01-20,1967495,852735,950541,154475.0,9744
2437,2022-01-21,1973339,853085,951091,159415.0,9748
2438,2022-01-22,1975031,853435,951641,160203.0,9752
2439,2022-01-23,1975935,853785,952191,160203.0,9756
2440,2022-01-24,1976839,854135,952741,160203.0,9760
2441,2022-01-25,1979352,854485,953291,161812.0,9764
2442,2022-01-26,1980256,854835,953841,161812.0,9768
2443,2022-01-27,1981167,855185,954391,161819.0,9772
2444,2022-01-28,1981963,855535,954941,161711.0,9776
2445,2022-01-29,1982867,855885,955491,161711.0,9780
2446,2022-01-30,1977471,856235,956041,155411.0,9784
2447,2022-01-31,1979851,856585,956591,156887.0,9788
2448,2022-02-01,1980257,856935,957141,156389.0,9792
2449,2022-02-02,1980286,857285,957691,155514.0,9796
2450,2022-02-03,1981190,857635,958241,155514.0,9800
2451,2022-02-04,1982233,857985,958791,155653.0,9804
2452,2022-02-05,1983108,858335,959341,155624.0,9808
2453,2022-02-06,1984012,858685,959891,155624.0,9812
2454,2022-02-07,1984916,859035,960441,155624.0,9816
2455,2022-02-08,1986630,859385,960991,156434.0,9820
2456,2022-02-09,1987563,859735,961541,156463.0,9824
2457,2022-02-10,1988609,860085,962091,156605.0,9828
2458,2022-02-11,1989513,860435,962641,156605.0,9832
2459,2022-02-12,1990417,860785,963191,156605.0,9836
2460,2022-02-13,1991321,861135,963741,156605.0,9840
2461,2022-02-14,1992226,861485,964291,156606.0,9844
2462,2022-02-15,1993153,861835,964841,156629.0,9848
2463,2022-02-16,1994791,862185,965391,157363.0,9852
2464,2022-02-17,1995790,862535,965941,157458.0,9856
2465,2022-02-18,1995823,862885,966491,156587.0,9860
2466,2022-02-19,1996727,863235,967041,156587.0,9864
2467,2022-02-20,1997631,863585,967591,156587.0,9868
2468,2022-02-21,1998718,863935,968141,156770.0,9872
2469,2022-02-22,2001254,864285,968691,158402.0,9876
2470,2022-02-23,2002158,864635,969241,158402.0,9880
2471,2022-02-24,2003062,864985,969791,158402.0,9884
2472,2022-02-25,2004936,865335,970341,159372.0,9888
2473,2022-02-26,2005840,865685,970891,159372.0,9892
2474,2022-02-27,2006744,866035,971441,159372.0,9896
2475,2022-02-28,2007648,866385,971991,159372.0,9900
2476,2022-03-01,2007528,866735,972541,158348.0,9904
2477,2022-03-02,2008407,867085,973091,158323.0,9908
2478,2022-03-03,2009439,867435,973641,158451.0,9912
2479,2022-03-04,2010428,867785,974191,158536.0,9916
2480,2022-03-05,2011332,868135,974741,158536.0,9920
2481,2022-03-06,2012238,868485,975291,158538.0,9924
2482,2022-03-07,2013142,868835,975841,158538.0,9928
2483,2022-03-08,2014046,869185,976391,158538.0,9932
2484,2022-03-09,2013865,869535,976941,157453.0,9936
2485,2022-03-10,2014868,869885,977491,157552.0,9940
2486,2022-03-11,2015772,870235,978041,157552.0,9944
2487,2022-03-12,2016676,870585,978591,157552.0,9948
2488,2022-03-13,2017580,870935,979141,157552.0,9952
2489,2022-03-14,2018484,871285,979691,157552.0,9956
2490,2022-03-15,2019061,871635,980241,157225.0,9960
2491,2022-03-16,2019973,871985,980791,157233.0,9964
2492,2022-03-17,2021913,872335,981341,158269.0,9968
2493,2022-03-18,2022618,872685,981891,158070.0,9972
2494,2022-03-19,2023522,873035,982441,158070.0,9976
2495,2022-03-20,2024426,873385,982991,158070.0,9980
2496,2022-03-21,2025330,873735,983541,158070.0,9984
2497,2022-03-22,2013850,874085,984091,145686.0,9988
2498,2022-03-23,2014754,874435,984641,145686.0,9992
2499,2022-03-24,2015658,874785,985191,145686.0,9996
2500,2022-03-25,2017001,875135,985741,146125.0,10000
2501,2022-03-26,2018128,875485,986291,146348.0,10004
2502,2022-03-27,2019032,875835,986841,146348.0,10008
2503,2022-03-28,2019936,876185,987391,146348.0,10012
2504,2022-03-29,2020840,876535,987941,146348.0,10016
2505,2022-03-30,2021744,876885,988491,146348.0,10020
2506,2022-03-31,2033068,877235,989041,156768.0,10024
2507,2022-04-01,2033966,877585,989591,156762.0,10028
2508,2022-04-02,2034841,877935,990141,156733.0,10032
2509,2022-04-03,2035745,878285,990691,156733.0,10036
2510,2022-04-04,2036664,878635,991241,156748.0,10040
2511,2022-04-05,2037568,878985,991791,156748.0,10044
2512,2022-04-06,2038472,879335,992341,156748.0,10048
2513,2022-04-07,2039282,879685,992891,156654.0,10052
2514,2022-04-08,2040186,880035,993441,156654.0,10056
2515,2022-04-09,2040239,880385,993991,155803.0,10060
2516,2022-04-10,2041143,880735,994541,155803.0,10064
2517,2022-04-11,2042496,881085,995091,156252.0,10068
2518,2022-04-12,2043133,881435,995641,155985.0,10072
2519,2022-04-13,2044056,881785,996191,156004.0,10076
2520,2022-04-14,2044960,882135,996741,156004.0,10080
2521,2022-04-15,2045864,882485,997291,156004.0,10084
2522,2022-04-16,2046768,882835,997841,156004.0,10088
2523,2022-04-17,2048697,883185,998391,157029.0,10092
2524,2022-04-18,2049166,883535,998941,156594.0,10096
2525,2022-04-19,2049498,883885,999491,156022.0,10100
2526,2022-04-20,2050541,884235,1000041,156161.0,10104
2527,2022-04-21,2051445,884585,1000591,156161.0,10108
2528,2022-04-22,2052349,884935,1001141,156161.0,10112
2529,2022-04-23,2054196,885285,1001691,157104.0,10116
2530,2022-04-24,2055100,885635,1002241,157104.0,10120
2531,2022-04-25,2056181,885985,1002791,157281.0,10124
2532,2022-04-26,2056546,886335,1003341,156742.0,10128
2533,2022-04-27,2057450,886685,1003891,156742.0,10132
2534,2022-04-28,2058354,887035,1004441,156742.0,10136
2535,2022-04-29,2059258,887385,1004991,156742.0,10140
2536,2022-04-30,2060164,887735,1005541,156744.0,10144
2537,2022-05-01,2050959,888085,1006091,146635.0,10148
2538,2022-05-02,2051894,888435,1006641,146666.0,10152
2539,2022-05-03,2052798,888785,1007191,146666.0,10156
2540,2022-05-04,2054153,889135,1007741,147117.0,10160
2541,2022-05-05,2055057,889485,1008291,147117.0,10164
2542,2022-05-06,2051961,889835,1008841,143117.0,10168
2543,2022-05-07,2052893,890185,1009391,143145.0,10172
2544,2022-05-08,2053816,890535,1009941,143164.0,10176
2545,2022-05-09,2054720,890885,1010491,143164.0,10180
2546,2022-05-10,2057625,891235,1011041,145165.0,10184
2547,2022-05-11,2058529,891585,1011591,145165.0,10188
2548,2022-05-12,2058930,891935,1012141,144662.0,10192
2549,2022-05-13,2059771,892285,1012691,144599.0,10196
2550,2022-05-14,2060675,892635,1013241,144599.0,10200
2551,2022-05-15,2061579,892985,1013791,144599.0,10204
2552,2022-05-16,2062483,893335,1014341,144599.0,10208
2553,2022-05-17,2063387,893685,1014891,144599.0,10212
2554,2022-05-18,2061521,894035,1015441,141829.0,10216
2555,2022-05-19,2062426,894385,1015991,141830.0,10220
2556,2022-05-20,2066541,894735,1016541,145041.0,10224
2557,2022-05-21,2067445,895085,1017091,145041.0,10228
2558,2022-05-22,2068349,895435,1017641,145041.0,10232
2559,2022-05-23,2069269,895785,1018191,145057.0,10236
2560,2022-05-24,2070173,896135,1018741,145057.0,10240
2561,2022-05-25,2071694,896485,1019291,145674.0,10244
2562,2022-05-26,2073788,896835,1019841,146864.0,10248
2563,2022-05-27,2074692,897185,1020391,146864.0,10252
2564,2022-05-28,2075596,897535,1020941,146864.0,10256
2565,2022-05-29,2076500,897885,1021491,146864.0,10260
2566,2022-05-30,2076806,898235,1022041,146266.0,10264
2567,2022-05-31,2078171,898585,1022591,146727.0,10268
2568,2022-06-01,2077741,898935,1023141,145393.0,10272
2569,2022-06-02,2078645,899285,1023691,145393.0,10276
2570,2022-06-03,2079549,899635,1024241,145393.0,10280
2571,2022-06-04,2080453,899985,1024791,145393.0,10284
2572,2022-06-05,2081357,900335,1025341,145393.0,10288
2573,2022-06-06,2082261,900685,1025891,145393.0,10292
2574,2022-06-07,2083627,901035,1026441,145855.0,10296
2575,2022-06-08,2084531,901385,1026991,145855.0,10300
2576,2022-06-09,2085584,901735,1027541,146004.0,10304
2577,2022-06-10,2086488,902085,1028091,146004.0,10308
2578,2022-06-11,2087392,902435,1028641,146004.0,10312
2579,2022-06-12,2088296,902785,1029191,146004.0,10316
2580,2022-06-13,2089200,903135,1029741,146004.0,10320
2581,2022-06-14,2090382,903485,1030291,146282.0,10324
2582,2022-06-15,2090686,903835,1030841,145682.0,10328
2583,2022-06-16,2092246,904185,1031391,146338.0,10332
2584,2022-06-17,2093150,904535,1031941,146338.0,10336
2585,2022-06-18,2094054,904885,1032491,146338.0,10340
2586,2022-06-19,2095961,905235,1033041,147341.0,10344
2587,2022-06-20,2096865,905585,1033591,147341.0,10348
2588,2022-06-21,2098359,905935,1034141,147931.0,10352
2589,2022-06-22,2100397,906285,1034691,149065.0,10356
2590,2022-06-23,2101301,906635,1035241,149065.0,10360
2591,2022-06-24,2102340,906985,1035791,149200.0,10364
2592,2022-06-25,2104268,907335,1036341,150224.0,10368
2593,2022-06-26,2105172,907685,1036891,150224.0,10372
2594,2022-06-27,2106076,908035,1037441,150224.0,10376
2595,2022-06-28,2107091,908385,1037991,150335.0,10380
2596,2022-06-29,2108122,908735,1038541,150462.0,10384
2597,2022-06-30,2108969,909085,1039091,150405.0,10388
2598,2022-07-01,2099031,909435,1039641,139563.0,10392
2599,2022-07-02,2099935,909785,1040191,139563.0,10396
2600,2022-07-03,2100935,910135,1040741,139659.0,10400
2601,2022-07-04,2101839,910485,1041291,139659.0,10404
2602,2022-07-05,2103209,910835,1041841,140125.0,10408
2603,2022-07-06,2104113,911185,1042391,140125.0,10412
2604,2022-07-07,2105017,911535,1042941,140125.0,10416
2605,2022-07-08,2109145,911885,1043491,143349.0,10420
2606,2022-07-09,2110049,912235,1044041,143349.0,10424
2607,2022-07-10,2110953,912585,1044591,143349.0,10428
2608,2022-07-11,2122937,912935,1045141,154429.0,10432
2609,2022-07-12,2123841,913285,1045691,154429.0,10436
2610,2022-07-13,2123985,913635,1046241,153669.0,10440
2611,2022-07-14,2124949,913985,1046791,153729.0,10444
2612,2022-07-15,2125853,914335,1047341,153729.0,10448
2613,2022-07-16,2126757,914685,1047891,153729.0,10452
2614,2022-07-17,2126853,915035,1048441,152921.0,10456
2615,2022-07-18,2127757,915385,1048991,152921.0,10460
2616,2022-07-19,2128189,915735,1049541,152449.0,10464
2617,2022-07-20,2129093,916085,1050091,152449.0,10468
2618,2022-07-21,2129222,916435,1050641,151674.0,10472
2619,2022-07-22,2130222,916785,1051191,151770.0,10476
2620,2022-07-23,2131145,917135,1051741,151789.0,10480
2621,2022-07-24,2132079,917485,1052291,151819.0,10484
2622,2022-07-25,2135158,917835,1052841,153994.0,10488
2623,2022-07-26,2136062,918185,1053391,153994.0,10492
2624,2022-07-27,2136966,918535,1053941,153994.0,10496
2625,2022-07-28,2137877,918885,1054491,154001.0,10500
